stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,stop_desc,stop_url,platform_code
"U953Z102","Skalka",50.068435,14.50717,0,U953N1,1,,"https://pid.cz/zastavkova-tabla/?stop=Skalka",M2
"U713Z102","Strašnická",50.073336,14.490092,0,U713N2,1,,"https://pid.cz/zastavkova-tabla/?stop=Strašnická",M2
"U921Z102","Želivského",50.07854,14.474892,0,U921N3,2,,"https://pid.cz/zastavkova-tabla/?stop=Želivského",M2
"U118Z102","Flora",50.078288,14.461887,0,U118N4,2,,"https://pid.cz/zastavkova-tabla/?stop=Flora",M2
"U476Z102","Náměstí Míru",50.075398,14.43908,0,U476N5,2,,"https://pid.cz/zastavkova-tabla/?stop=Náměstí Míru",M2
"U400Z102","Muzeum - A",50.079884,14.43133,0,U400N6,1,,"https://pid.cz/zastavkova-tabla/?stop=Muzeum - A",M2
"U1072Z102","Můstek - A",50.083943,14.42415,0,U1072N7,1,,"https://pid.cz/zastavkova-tabla/?stop=Můstek - A",M2
"U703Z102","Staroměstská",50.088454,14.417067,0,U703N8,2,,"https://pid.cz/zastavkova-tabla/?stop=Staroměstská",M2
"U360Z102","Malostranská",50.092176,14.409102,0,U360N9,2,,"https://pid.cz/zastavkova-tabla/?stop=Malostranská",M2
"U163Z102","Hradčanská",50.097671,14.402536,0,U163N10,2,,"https://pid.cz/zastavkova-tabla/?stop=Hradčanská",M2
"U321Z102","Dejvická",50.100481,14.392463,0,U321N11,1,,"https://pid.cz/zastavkova-tabla/?stop=Dejvická",M2
"U157Z102","Bořislavka",50.098319,14.362121,0,U157N12,1,,"https://pid.cz/zastavkova-tabla/?stop=Bořislavka",M2
"U462Z102","Nádraží Veleslavín",50.095565,14.347792,0,U462N13,1,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Veleslavín",M2
"U507Z102","Petřiny",50.086608,14.345019,0,U507N14,1,,"https://pid.cz/zastavkova-tabla/?stop=Petřiny",M2
"U306Z102","Nemocnice Motol",50.075222,14.340865,0,U306N15,1,,"https://pid.cz/zastavkova-tabla/?stop=Nemocnice Motol",M2
"U306Z101","Nemocnice Motol",50.075554,14.342176,0,U306N15,1,,"https://pid.cz/zastavkova-tabla/?stop=Nemocnice Motol",M1
"U507Z101","Petřiny",50.087074,14.344859,0,U507N14,1,,"https://pid.cz/zastavkova-tabla/?stop=Petřiny",M1
"U462Z101","Nádraží Veleslavín",50.096155,14.348868,0,U462N13,1,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Veleslavín",M1
"U157Z101","Bořislavka",50.098362,14.363546,0,U157N12,1,,"https://pid.cz/zastavkova-tabla/?stop=Bořislavka",M1
"U321Z101","Dejvická",50.100464,14.393889,0,U321N11,1,,"https://pid.cz/zastavkova-tabla/?stop=Dejvická",M1
"U163Z101","Hradčanská",50.097214,14.403786,0,U163N10,2,,"https://pid.cz/zastavkova-tabla/?stop=Hradčanská",M1
"U360Z101","Malostranská",50.091274,14.409326,0,U360N9,2,,"https://pid.cz/zastavkova-tabla/?stop=Malostranská",M1
"U703Z101","Staroměstská",50.087953,14.418277,0,U703N8,2,,"https://pid.cz/zastavkova-tabla/?stop=Staroměstská",M1
"U1072Z101","Můstek - A",50.083119,14.424966,0,U1072N7,1,,"https://pid.cz/zastavkova-tabla/?stop=Můstek - A",M1
"U400Z101","Muzeum - A",50.079082,14.43201,0,U400N6,1,,"https://pid.cz/zastavkova-tabla/?stop=Muzeum - A",M1
"U476Z101","Náměstí Míru",50.075225,14.440484,0,U476N5,2,,"https://pid.cz/zastavkova-tabla/?stop=Náměstí Míru",M1
"U118Z101","Flora",50.078265,14.463299,0,U118N4,2,,"https://pid.cz/zastavkova-tabla/?stop=Flora",M1
"U921Z101","Želivského",50.078026,14.476068,0,U921N3,2,,"https://pid.cz/zastavkova-tabla/?stop=Želivského",M1
"U713Z101","Strašnická",50.072806,14.490939,0,U713N2,1,,"https://pid.cz/zastavkova-tabla/?stop=Strašnická",M1
"U953Z101","Skalka",50.068425,14.508557,0,U953N1,1,,"https://pid.cz/zastavkova-tabla/?stop=Skalka",M1
"U1071Z101","Depo Hostivař",50.075523,14.515447,0,U1071N16,1,,"https://pid.cz/zastavkova-tabla/?stop=Depo Hostivař",M1
"U1071Z102","Depo Hostivař",50.075541,14.515322,0,U1071N16,1,,"https://pid.cz/zastavkova-tabla/?stop=Depo Hostivař",M2
"U1141Z102","Zličín",50.052841,14.2914,0,U1141N17,1,,"https://pid.cz/zastavkova-tabla/?stop=Zličín",M2
"U1140Z102","Stodůlky",50.046716,14.307242,0,U1140N18,1,,"https://pid.cz/zastavkova-tabla/?stop=Stodůlky",M2
"U1007Z102","Luka",50.045365,14.321855,0,U1007N19,1,,"https://pid.cz/zastavkova-tabla/?stop=Luka",M2
"U258Z102","Lužiny",50.044515,14.331144,0,U258N20,1,,"https://pid.cz/zastavkova-tabla/?stop=Lužiny",M2
"U1154Z102","Hůrka",50.050026,14.343496,0,U1154N21,1,,"https://pid.cz/zastavkova-tabla/?stop=Hůrka",M2
"U602Z102","Nové Butovice",50.050856,14.352851,0,U602N22,1,,"https://pid.cz/zastavkova-tabla/?stop=Nové Butovice",M2
"U685Z102","Jinonice",50.054316,14.370615,0,U685N23,2,,"https://pid.cz/zastavkova-tabla/?stop=Jinonice",M2
"U957Z102","Radlická",50.057942,14.388404,0,U957N24,2,,"https://pid.cz/zastavkova-tabla/?stop=Radlická",M2
"U458Z102","Smíchovské nádraží",50.061797,14.409113,0,U458N25,1,,"https://pid.cz/zastavkova-tabla/?stop=Smíchovské nádraží",M2
"U1040Z102","Anděl",50.070399,14.40405,0,U1040N26,1,,"https://pid.cz/zastavkova-tabla/?stop=Anděl",M2
"U237Z102","Karlovo náměstí",50.074807,14.41758,0,U237N27,1,,"https://pid.cz/zastavkova-tabla/?stop=Karlovo náměstí",M2
"U539Z102","Národní třída",50.080208,14.42044,0,U539N28,1,,"https://pid.cz/zastavkova-tabla/?stop=Národní třída",M2
"U1072Z122","Můstek - B",50.083608,14.423984,0,U1072N29,1,,"https://pid.cz/zastavkova-tabla/?stop=Můstek - B",M4
"U480Z102","Náměstí Republiky",50.088973,14.431281,0,U480N30,2,,"https://pid.cz/zastavkova-tabla/?stop=Náměstí Republiky",M2
"U689Z102","Florenc - B",50.090436,14.438363,0,U689N31,1,,"https://pid.cz/zastavkova-tabla/?stop=Florenc - B",M2
"U758Z102","Křižíkova",50.092627,14.452044,0,U758N32,2,,"https://pid.cz/zastavkova-tabla/?stop=Křižíkova",M2
"U655Z102","Invalidovna",50.096975,14.463825,0,U655N33,2,,"https://pid.cz/zastavkova-tabla/?stop=Invalidovna",M2
"U529Z102","Palmovka",50.10417,14.475437,0,U529N34,1,,"https://pid.cz/zastavkova-tabla/?stop=Palmovka",M2
"U510Z102","Českomoravská",50.106302,14.492292,0,U510N35,2,,"https://pid.cz/zastavkova-tabla/?stop=Českomoravská",M2
"U474Z102","Vysočanská",50.110167,14.501729,0,U474N36,1,,"https://pid.cz/zastavkova-tabla/?stop=Vysočanská",M2
"U75Z102","Kolbenova",50.11033,14.517116,0,U75N37,1,,"https://pid.cz/zastavkova-tabla/?stop=Kolbenova",M2
"U135Z102","Hloubětín",50.106531,14.537063,0,U135N38,1,,"https://pid.cz/zastavkova-tabla/?stop=Hloubětín",M2
"U818Z102","Rajská zahrada",50.106935,14.561207,0,U818N39,1,,"https://pid.cz/zastavkova-tabla/?stop=Rajská zahrada",M2
"U897Z102","Černý Most",50.109057,14.577539,0,U897N40,1,,"https://pid.cz/zastavkova-tabla/?stop=Černý Most",M2
"U897Z101","Černý Most",50.108877,14.576129,0,U897N40,1,,"https://pid.cz/zastavkova-tabla/?stop=Černý Most",M1
"U818Z101","Rajská zahrada",50.106761,14.559802,0,U818N39,1,,"https://pid.cz/zastavkova-tabla/?stop=Rajská zahrada",M1
"U135Z101","Hloubětín",50.106844,14.53572,0,U135N38,1,,"https://pid.cz/zastavkova-tabla/?stop=Hloubětín",M1
"U75Z101","Kolbenova",50.110459,14.515683,0,U75N37,1,,"https://pid.cz/zastavkova-tabla/?stop=Kolbenova",M1
"U474Z101","Vysočanská",50.109957,14.500435,0,U474N36,1,,"https://pid.cz/zastavkova-tabla/?stop=Vysočanská",M1
"U510Z101","Českomoravská",50.106026,14.49109,0,U510N35,2,,"https://pid.cz/zastavkova-tabla/?stop=Českomoravská",M1
"U529Z101","Palmovka",50.103797,14.474156,0,U529N34,1,,"https://pid.cz/zastavkova-tabla/?stop=Palmovka",M1
"U655Z101","Invalidovna",50.096627,14.46248,0,U655N33,2,,"https://pid.cz/zastavkova-tabla/?stop=Invalidovna",M1
"U758Z101","Křižíkova",50.092466,14.450638,0,U758N32,2,,"https://pid.cz/zastavkova-tabla/?stop=Křižíkova",M1
"U689Z101","Florenc - B",50.090532,14.436931,0,U689N31,1,,"https://pid.cz/zastavkova-tabla/?stop=Florenc - B",M1
"U480Z101","Náměstí Republiky",50.088677,14.429916,0,U480N30,2,,"https://pid.cz/zastavkova-tabla/?stop=Náměstí Republiky",M1
"U1072Z121","Můstek - B",50.083215,14.422792,0,U1072N29,1,,"https://pid.cz/zastavkova-tabla/?stop=Můstek - B",M3
"U539Z101","Národní třída",50.079294,14.420149,0,U539N28,1,,"https://pid.cz/zastavkova-tabla/?stop=Národní třída",M1
"U237Z101","Karlovo náměstí",50.074374,14.416378,0,U237N27,1,,"https://pid.cz/zastavkova-tabla/?stop=Karlovo náměstí",M1
"U1040Z101","Anděl",50.069499,14.403487,0,U1040N26,1,,"https://pid.cz/zastavkova-tabla/?stop=Anděl",M1
"U458Z101","Smíchovské nádraží",50.060814,14.409108,0,U458N25,1,,"https://pid.cz/zastavkova-tabla/?stop=Smíchovské nádraží",M1
"U957Z101","Radlická",50.058297,14.387115,0,U957N24,2,,"https://pid.cz/zastavkova-tabla/?stop=Radlická",M1
"U685Z101","Jinonice",50.054098,14.369213,0,U685N23,2,,"https://pid.cz/zastavkova-tabla/?stop=Jinonice",M1
"U602Z101","Nové Butovice",50.050831,14.351449,0,U602N22,1,,"https://pid.cz/zastavkova-tabla/?stop=Nové Butovice",M1
"U1154Z101","Hůrka",50.049991,14.342089,0,U1154N21,1,,"https://pid.cz/zastavkova-tabla/?stop=Hůrka",M1
"U258Z101","Lužiny",50.044479,14.329742,0,U258N20,1,,"https://pid.cz/zastavkova-tabla/?stop=Lužiny",M1
"U1007Z101","Luka",50.045979,14.320828,0,U1007N19,1,,"https://pid.cz/zastavkova-tabla/?stop=Luka",M1
"U1140Z101","Stodůlky",50.046687,14.305837,0,U1140N18,1,,"https://pid.cz/zastavkova-tabla/?stop=Stodůlky",M1
"U1141Z101","Zličín",50.053681,14.29081,0,U1141N17,1,,"https://pid.cz/zastavkova-tabla/?stop=Zličín",M1
"U286Z101","Háje",50.030756,14.526274,0,U286N41,1,,"https://pid.cz/zastavkova-tabla/?stop=Háje",M1
"U106Z101","Opatov",50.027862,14.508489,0,U106N42,1,,"https://pid.cz/zastavkova-tabla/?stop=Opatov",M1
"U52Z101","Chodov",50.031908,14.490349,0,U52N43,1,,"https://pid.cz/zastavkova-tabla/?stop=Chodov",M1
"U601Z101","Roztyly",50.037914,14.47615,0,U601N44,1,,"https://pid.cz/zastavkova-tabla/?stop=Roztyly",M1
"U228Z101","Kačerov",50.04198,14.458681,0,U228N45,2,,"https://pid.cz/zastavkova-tabla/?stop=Kačerov",M1
"U50Z101","Budějovická",50.044769,14.448291,0,U50N46,1,,"https://pid.cz/zastavkova-tabla/?stop=Budějovická",M1
"U385Z101","Pankrác",50.051454,14.43944,0,U385N47,1,,"https://pid.cz/zastavkova-tabla/?stop=Pankrác",M1
"U597Z101","Pražského povstání",50.057204,14.432864,0,U597N48,2,,"https://pid.cz/zastavkova-tabla/?stop=Pražského povstání",M1
"U527Z101","Vyšehrad",50.0636,14.43056,0,U527N49,2,,"https://pid.cz/zastavkova-tabla/?stop=Vyšehrad",M1
"U190Z101","I. P. Pavlova",50.074794,14.430325,0,U190N50,1,,"https://pid.cz/zastavkova-tabla/?stop=I. P. Pavlova",M1
"U400Z121","Muzeum - C",50.080552,14.431601,0,U400N51,1,,"https://pid.cz/zastavkova-tabla/?stop=Muzeum - C",M3
"U142Z101","Hlavní nádraží",50.083895,14.434492,0,U142N52,1,,"https://pid.cz/zastavkova-tabla/?stop=Hlavní nádraží",M1
"U689Z121","Florenc - C",50.090447,14.439451,0,U689N53,2,,"https://pid.cz/zastavkova-tabla/?stop=Florenc - C",M3
"U100Z101","Vltavská",50.100749,14.43856,0,U100N54,1,,"https://pid.cz/zastavkova-tabla/?stop=Vltavská",M1
"U115Z101","Nádraží Holešovice",50.109295,14.439775,0,U115N55,1,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Holešovice",M1
"U675Z101","Kobylisy",50.124235,14.454933,0,U675N56,1,,"https://pid.cz/zastavkova-tabla/?stop=Kobylisy",M1
"U78Z101","Ládví",50.126576,14.470162,0,U78N57,1,,"https://pid.cz/zastavkova-tabla/?stop=Ládví",M1
"U332Z101","Střížkov",50.125791,14.489931,0,U332N58,1,,"https://pid.cz/zastavkova-tabla/?stop=Střížkov",M1
"U603Z101","Prosek",50.118869,14.499003,0,U603N59,1,,"https://pid.cz/zastavkova-tabla/?stop=Prosek",M1
"U1000Z101","Letňany",50.126699,14.516517,0,U1000N60,1,,"https://pid.cz/zastavkova-tabla/?stop=Letňany",M1
"U1000Z102","Letňany",50.125793,14.516307,0,U1000N60,1,,"https://pid.cz/zastavkova-tabla/?stop=Letňany",M2
"U603Z102","Prosek",50.119622,14.498214,0,U603N59,1,,"https://pid.cz/zastavkova-tabla/?stop=Prosek",M2
"U332Z102","Střížkov",50.126553,14.489159,0,U332N58,1,,"https://pid.cz/zastavkova-tabla/?stop=Střížkov",M2
"U78Z102","Ládví",50.126606,14.468743,0,U78N57,1,,"https://pid.cz/zastavkova-tabla/?stop=Ládví",M2
"U675Z102","Kobylisy",50.124005,14.453578,0,U675N56,1,,"https://pid.cz/zastavkova-tabla/?stop=Kobylisy",M2
"U115Z102","Nádraží Holešovice",50.108534,14.440373,0,U115N55,1,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Holešovice",M2
"U100Z102","Vltavská",50.099847,14.438427,0,U100N54,1,,"https://pid.cz/zastavkova-tabla/?stop=Vltavská",M2
"U689Z122","Florenc - C",50.089619,14.438893,0,U689N53,2,,"https://pid.cz/zastavkova-tabla/?stop=Florenc - C",M4
"U142Z102","Hlavní nádraží",50.083115,14.433786,0,U142N52,1,,"https://pid.cz/zastavkova-tabla/?stop=Hlavní nádraží",M2
"U400Z122","Muzeum - C",50.079915,14.430593,0,U400N51,1,,"https://pid.cz/zastavkova-tabla/?stop=Muzeum - C",M4
"U190Z102","I. P. Pavlova",50.073871,14.430296,0,U190N50,1,,"https://pid.cz/zastavkova-tabla/?stop=I. P. Pavlova",M2
"U527Z102","Vyšehrad",50.062681,14.430483,0,U527N49,1,,"https://pid.cz/zastavkova-tabla/?stop=Vyšehrad",M2
"U597Z102","Pražského povstání",50.056507,14.433762,0,U597N48,2,,"https://pid.cz/zastavkova-tabla/?stop=Pražského povstání",M2
"U385Z102","Pankrác",50.050601,14.439929,0,U385N47,1,,"https://pid.cz/zastavkova-tabla/?stop=Pankrác",M2
"U50Z102","Budějovická",50.044052,14.449284,0,U50N46,1,,"https://pid.cz/zastavkova-tabla/?stop=Budějovická",M2
"U228Z102","Kačerov",50.041696,14.45994,0,U228N45,2,,"https://pid.cz/zastavkova-tabla/?stop=Kačerov",M2
"U601Z102","Roztyly",50.037425,14.47733,0,U601N44,1,,"https://pid.cz/zastavkova-tabla/?stop=Roztyly",M2
"U52Z102","Chodov",50.031437,14.491575,0,U52N43,1,,"https://pid.cz/zastavkova-tabla/?stop=Chodov",M2
"U106Z102","Opatov",50.027915,14.509896,0,U106N42,1,,"https://pid.cz/zastavkova-tabla/?stop=Opatov",M2
"U286Z102","Háje",50.03081,14.527676,0,U286N41,1,,"https://pid.cz/zastavkova-tabla/?stop=Háje",M2
"U283Z1","Nad Džbánem",50.093946,14.336719,0,U283N61,0,,"https://pid.cz/zastavkova-tabla/?stop=Nad Džbánem",A
"U462Z1","Nádraží Veleslavín",50.095977,14.348344,0,U462N62,0,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Veleslavín",A
"U73Z1","Červený Vrch",50.096839,14.352972,0,U73N63,1,,"https://pid.cz/zastavkova-tabla/?stop=Červený Vrch",A
"U943Z1","Sídliště Červený Vrch",50.09798,14.359188,0,U943N64,1,,"https://pid.cz/zastavkova-tabla/?stop=Sídliště Červený Vrch",A
"U157Z1","Bořislavka",50.098521,14.36455,0,U157N65,1,,"https://pid.cz/zastavkova-tabla/?stop=Bořislavka",A
"U40Z1","Na Pískách",50.098958,14.369692,0,U40N66,0,,"https://pid.cz/zastavkova-tabla/?stop=Na Pískách",A
"U130Z1","Hadovka",50.099423,14.375146,0,U130N67,0,,"https://pid.cz/zastavkova-tabla/?stop=Hadovka",A
"U757Z1","Thákurova",50.100107,14.387046,0,U757N68,0,,"https://pid.cz/zastavkova-tabla/?stop=Thákurova",A
"U321Z1","Dejvická",50.100332,14.391483,0,U321N69,0,,"https://pid.cz/zastavkova-tabla/?stop=Dejvická",A
"U321Z3","Vítězné náměstí",50.099526,14.39549,0,U321N70,0,,"https://pid.cz/zastavkova-tabla/?stop=Vítězné náměstí",O
"U592Z2","Prašný most",50.09473,14.393871,0,U592N71,0,,"https://pid.cz/zastavkova-tabla/?stop=Prašný most",B
"U867Z2","Vozovna Střešovice",50.09357,14.389066,0,U867N72,0,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Střešovice",B
"U645Z2","Sibeliova",50.09287,14.383686,0,U645N73,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Sibeliova",B
"U519Z2","Ořechovka",50.092916,14.378878,0,U519N74,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Ořechovka",B
"U15Z2","Baterie",50.092398,14.36941,0,U15N75,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Baterie",B
"U858Z2","Vojenská nemocnice",50.091761,14.35979,0,U858N76,0,,"https://pid.cz/zastavkova-tabla/?stop=Vojenská nemocnice",B
"U844Z2","Větrník",50.08977,14.350999,0,U844N77,1,,"https://pid.cz/zastavkova-tabla/?stop=Větrník",B
"U507Z2","Petřiny",50.088143,14.344635,0,U507N78,0,,"https://pid.cz/zastavkova-tabla/?stop=Petřiny",B
"U541Z2","Sídliště Petřiny",50.086614,14.339737,0,U541N79,1,,"https://pid.cz/zastavkova-tabla/?stop=Sídliště Petřiny",B
"U541Z1","Sídliště Petřiny",50.086974,14.339774,0,U541N79,1,,"https://pid.cz/zastavkova-tabla/?stop=Sídliště Petřiny",A
"U507Z1","Petřiny",50.0882,14.345179,0,U507N78,0,,"https://pid.cz/zastavkova-tabla/?stop=Petřiny",A
"U844Z1","Větrník",50.089753,14.351195,0,U844N77,1,,"https://pid.cz/zastavkova-tabla/?stop=Větrník",A
"U858Z1","Vojenská nemocnice",50.091737,14.360301,0,U858N76,0,,"https://pid.cz/zastavkova-tabla/?stop=Vojenská nemocnice",A
"U15Z1","Baterie",50.092391,14.369829,0,U15N75,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Baterie",A
"U519Z1","Ořechovka",50.092837,14.379548,0,U519N74,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Ořechovka",A
"U645Z1","Sibeliova",50.092783,14.384204,0,U645N73,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Sibeliova",A
"U867Z1","Vozovna Střešovice",50.093896,14.389961,0,U867N72,0,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Střešovice",A
"U592Z1","Prašný most",50.094908,14.396277,0,U592N71,0,,"https://pid.cz/zastavkova-tabla/?stop=Prašný most",A
"U163Z1","Hradčanská",50.097296,14.404873,0,U163N80,1,,"https://pid.cz/zastavkova-tabla/?stop=Hradčanská",A
"U692Z1","Sparta",50.099257,14.4186,0,U692N81,1,,"https://pid.cz/zastavkova-tabla/?stop=Sparta",A
"U324Z1","Letenské náměstí",50.099949,14.424091,0,U324N82,0,,"https://pid.cz/zastavkova-tabla/?stop=Letenské náměstí",A
"U231Z1","Kamenická",50.099479,14.429258,0,U231N83,0,,"https://pid.cz/zastavkova-tabla/?stop=Kamenická",A
"U717Z1","Strossmayerovo náměstí",50.098895,14.432893,0,U717N84,0,,"https://pid.cz/zastavkova-tabla/?stop=Strossmayerovo náměstí",A
"U100Z2","Vltavská",50.098814,14.438766,0,U100N85,0,,"https://pid.cz/zastavkova-tabla/?stop=Vltavská",B
"U595Z2","Holešovická tržnice",50.098238,14.445042,0,U595N86,2,,"https://pid.cz/zastavkova-tabla/?stop=Holešovická tržnice",B
"U81Z2","Dělnická",50.102633,14.450039,0,U81N87,0,,"https://pid.cz/zastavkova-tabla/?stop=Dělnická",B
"U365Z2","Maniny",50.103244,14.453872,0,U365N88,0,,"https://pid.cz/zastavkova-tabla/?stop=Maniny",B
"U331Z2","Libeňský most",50.103398,14.465743,0,U331N89,2,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Libeňský most",B
"U529Z1","Palmovka",50.102475,14.473387,0,U529N90,0,,"https://pid.cz/zastavkova-tabla/?stop=Palmovka",A
"U1074Z2","Krejcárek",50.09489,14.474444,0,U1074N91,0,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Krejcárek",B
"U512Z2","Ohrada",50.09067,14.470092,0,U512N92,0,,"https://pid.cz/zastavkova-tabla/?stop=Ohrada",B
"U837Z2","Vozovna Žižkov",50.091492,14.474536,0,U837N93,0,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Žižkov",B
"U714Z2","Strážní",50.09219,14.481013,0,U714N94,0,,"https://pid.cz/zastavkova-tabla/?stop=Strážní",B
"U180Z2","Chmelnice",50.092489,14.485838,0,U180N95,0,,"https://pid.cz/zastavkova-tabla/?stop=Chmelnice",B
"U266Z2","Kněžská luka",50.092149,14.492482,0,U266N96,0,,"https://pid.cz/zastavkova-tabla/?stop=Kněžská luka",B
"U694Z2","Spojovací",50.091506,14.499409,0,U694N97,0,,"https://pid.cz/zastavkova-tabla/?stop=Spojovací",B
"U694Z1","Spojovací",50.091841,14.498599,0,U694N97,0,,"https://pid.cz/zastavkova-tabla/?stop=Spojovací",A
"U266Z1","Kněžská luka",50.092185,14.492968,0,U266N96,0,,"https://pid.cz/zastavkova-tabla/?stop=Kněžská luka",A
"U180Z1","Chmelnice",50.092555,14.486962,0,U180N95,0,,"https://pid.cz/zastavkova-tabla/?stop=Chmelnice",A
"U714Z1","Strážní",50.092317,14.481536,0,U714N94,0,,"https://pid.cz/zastavkova-tabla/?stop=Strážní",A
"U837Z1","Vozovna Žižkov",50.091682,14.475441,0,U837N93,0,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Žižkov",A
"U512Z1","Ohrada",50.090591,14.469093,0,U512N92,0,,"https://pid.cz/zastavkova-tabla/?stop=Ohrada",A
"U1074Z1","Krejcárek",50.095135,14.475098,0,U1074N91,1,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Krejcárek",A
"U529Z3","Palmovka",50.103534,14.471818,0,U529N90,0,,"https://pid.cz/zastavkova-tabla/?stop=Palmovka",B
"U331Z1","Libeňský most",50.103452,14.464879,0,U331N89,2,na znamení,"https://pid.cz/zastavkova-tabla/?stop=Libeňský most",A
"U365Z1","Maniny",50.103347,14.452657,0,U365N88,0,,"https://pid.cz/zastavkova-tabla/?stop=Maniny",A
"U81Z3","Tusarova",50.100778,14.450017,0,U81N98,0,,"https://pid.cz/zastavkova-tabla/?stop=Tusarova",C
"U595Z1","Holešovická tržnice",50.098338,14.4443,0,U595N86,2,,"https://pid.cz/zastavkova-tabla/?stop=Holešovická tržnice",A
"U100Z1","Vltavská",50.099226,14.438122,0,U100N85,0,,"https://pid.cz/zastavkova-tabla/?stop=Vltavská",A
"U717Z2","Strossmayerovo náměstí",50.098882,14.433692,0,U717N84,0,,"https://pid.cz/zastavkova-tabla/?stop=Strossmayerovo náměstí",B
"U231Z2","Kamenická",50.099709,14.428567,0,U231N83,0,,"https://pid.cz/zastavkova-tabla/?stop=Kamenická",B
"U324Z2","Letenské náměstí",50.100001,14.423118,0,U324N82,0,,"https://pid.cz/zastavkova-tabla/?stop=Letenské náměstí",B
"U262Z2","Korunovační",50.099704,14.420581,0,U262N99,1,,"https://pid.cz/zastavkova-tabla/?stop=Korunovační",B
"U692Z2","Sparta",50.098989,14.416131,0,U692N81,0,,"https://pid.cz/zastavkova-tabla/?stop=Sparta",B
"U163Z2","Hradčanská",50.09721,14.403854,0,U163N80,0,,"https://pid.cz/zastavkova-tabla/?stop=Hradčanská",B
"U321Z4","Vítězné náměstí",50.100076,14.395534,0,U321N70,0,,"https://pid.cz/zastavkova-tabla/?stop=Vítězné náměstí",P
"U321Z2","Dejvická",50.100374,14.390614,0,U321N69,0,,"https://pid.cz/zastavkova-tabla/?stop=Dejvická",B
"U757Z2","Thákurova",50.100109,14.385788,0,U757N68,0,,"https://pid.cz/zastavkova-tabla/?stop=Thákurova",B
"U130Z2","Hadovka",50.099551,14.375713,0,U130N67,0,,"https://pid.cz/zastavkova-tabla/?stop=Hadovka",B
"U40Z2","Na Pískách",50.099086,14.370345,0,U40N66,0,,"https://pid.cz/zastavkova-tabla/?stop=Na Pískách",B
"U157Z2","Bořislavka",50.098567,14.36378,0,U157N65,1,,"https://pid.cz/zastavkova-tabla/?stop=Bořislavka",B
"U943Z2","Sídliště Červený Vrch",50.098069,14.359287,0,U943N64,1,,"https://pid.cz/zastavkova-tabla/?stop=Sídliště Červený Vrch",B
"U73Z2","Červený Vrch",50.096819,14.352313,0,U73N63,1,,"https://pid.cz/zastavkova-tabla/?stop=Červený Vrch",B
"U462Z2","Nádraží Veleslavín",50.095721,14.346083,0,U462N62,1,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Veleslavín",B
"U283Z2","Nad Džbánem",50.0941,14.337201,0,U283N61,1,,"https://pid.cz/zastavkova-tabla/?stop=Nad Džbánem",B
"U868Z2","Vozovna Vokovice",50.093161,14.331469,0,U868N100,1,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Vokovice",B
"U837Z3","Vozovna Žižkov",50.091337,14.475183,0,U837N93,2,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Žižkov",C
"U848Z1","Vozovna Strašnice",50.075556,14.489645,0,U848N101,0,,"https://pid.cz/zastavkova-tabla/?stop=Vozovna Strašnice",A
"U713Z1","Strašnická",50.072601,14.49049,0,U713N102,0,,"https://pid.cz/zastavkova-tabla/?stop=Strašnická",A
"U605Z1","Průběžná",50.071434,14.485649,0,U605N103,0,,"https://pid.cz/zastavkova-tabla/?stop=Průběžná",A
"U473Z1","Kubánské náměstí",50.070883,14.47785,0,U473N104,1,,"https://pid.cz/zastavkova-tabla/?stop=Kubánské náměstí",A
"U680Z1","Slavia - Nádraží Eden",50.069444,14.470105,0,U680N105,1,,"https://pid.cz/zastavkova-tabla/?stop=Slavia - Nádraží Eden",A
"U269Z1","Koh-i-noor",50.06758,14.461409,0,U269N106,1,,"https://pid.cz/zastavkova-tabla/?stop=Koh-i-noor",A
"U508Z1","Bohemians",50.066205,14.454184,0,U508N107,0,,"https://pid.cz/zastavkova-tabla/?stop=Bohemians",A
"U463Z1","Nádraží Vršovice",50.066111,14.447584,0,U463N108,1,,"https://pid.cz/zastavkova-tabla/?stop=Nádraží Vršovice",A
"U482Z5","Otakarova",50.065492,14.440101,0,U482N109,0,,"https://pid.cz/zastavkova-tabla/?stop=Otakarova",G
